"Family","Fish","Sex","SL","BD","Spine_1","Spine_1_w_0","Spine_2"
"3","3-1","M",NA,NA,NA,NA,NA
"3","3-2","M",NA,NA,NA,NA,NA
"3","3-3","F",38.48,8.94,3.26667,3.26667,4.26667
"3","3-4","F",36.9,9.3,2.86667,2.86667,0.73333
"3","3-5","M",32.36,8.16,NA,NA,NA
"3","3-6","F",33.04,8.04,NA,NA,NA
"3","3-7","F",32.6,7.8,2.26667,2.26667,2.86667
"3","3-8","F",33.42,7.72,NA,NA,NA
"3","3-9","F",34.64,8.62,NA,NA,NA
"3","3-10","M",37.42,9.1,1.86667,1.86667,2.93333
"3","3-11","M",34.92,9.02,2,2,2.93333
"3","3-12","F",34.7,8.86,3,3,3.8
"3","3-13","F",32.42,7.54,NA,NA,NA
"3","3-14","F",42.48,10.94,3.93333,3.93333,4.4
"3","3-15","F",35.38,7.32,NA,NA,NA
"3","3-16","M",32.1,8,NA,NA,NA
"3","3-17","M",29.64,7.28,NA,NA,NA
"3","3-18","M",38.7,9.34,NA,NA,NA
"3","3-19","F",36.22,9.02,2.66667,2.66667,3.4
"3","3-20","F",39.5,8.94,NA,NA,NA
"3","3-21","F",38.48,8.78,NA,NA,NA
"3","3-22","F",36.54,9.52,NA,NA,NA
"3","3-23","F",36.8,8.46,NA,NA,NA
"3","3-24","F",32.38,7.3,NA,NA,NA
"3","3-25","F",43.16,10.1,NA,NA,NA
"3","3-26","M",38.4,9.9,NA,NA,NA
"3","3-27","F",35.8,8.36,3.06667,3.06667,3.86667
"3","3-28","F",39.66,9.36,2.66667,2.66667,3.6
"3","3-29","F",37.3,8.46,NA,NA,NA
"3","3-30","F",36.8,8.56,NA,NA,NA
"3","3-31","F",37.54,8.5,NA,NA,NA
"3","3-32","M",32.9,7.86,NA,NA,NA
"3","3-33","M",32.78,8.24,NA,NA,NA
"3","3-34","F",37.78,9.3,NA,NA,NA
"3","3-35","F",41.72,9.28,NA,0,4.93333
"3","3-36","M",39.5,10.5,3.46667,3.46667,4.33333
"3","3-37","F",36.28,8.24,2.73333,2.73333,3.46667
"3","3-38","M",31.74,8.26,NA,NA,NA
"3","3-39","F",37.82,8.6,NA,NA,NA
"3","3-40","F",34.52,8.28,NA,NA,NA
"3","3-41","M",38.5,9.94,NA,NA,NA
"3","3-42","M",35.96,8.66,NA,NA,NA
"3","3-43","F",34.22,8.3,2.46667,2.46667,3.06667
"3","3-44",NA,39.32,9.44,NA,NA,NA
"3","3-45","F",35.06,8.62,2.66667,2.66667,3.26667
"3","3-46","F",45.46,11.4,NA,0,4.73333
"3","3-47","M",34,8.3,2.26667,2.26667,2.93333
"3","3-48","M",35.78,8.8,2.93333,2.93333,3.46667
"3","3-49","F",33.94,8.74,NA,NA,NA
"3","3-50","M",41.78,11.46,NA,NA,NA
"3","3-51","F",40.6,10.58,2.6,2.6,3.6
"3","3-52","M",36.12,9.58,3.13333,3.13333,4
"3","3-53","F",43.38,10.88,NA,NA,NA
"3","3-54","M",41.54,11.08,NA,NA,NA
"3","3-55","F",33.6,8,2,2,2.86667
"3","3-56","M",36.46,8.78,NA,NA,NA
"3","3-57","F",39.32,9.46,NA,NA,NA
"3","3-58","F",32.88,8.16,NA,NA,NA
"3","3-59","M",37.46,9.143,NA,NA,NA
"3","3-60","F",35.9,8.9,2.86667,2.86667,3.53333
"3","3-61","F",33.66,8.72,NA,NA,NA
"3","3-62","F",36.86,9.02,NA,NA,NA
"3","3-63","F",31.94,8.02,NA,NA,NA
"3","3-64",NA,38.46,9.36,2.8,2.8,3.26667
"3","3-65","F",40.46,10.38,NA,NA,NA
"3","3-66","M",37.58,9.28,NA,NA,NA
"3","3-67","F",42.52,10.3,NA,NA,NA
"3","3-68","F",34.22,8.8,NA,NA,NA
"3","3-69","F",40.1,10.06,NA,NA,NA
"3","3-70",NA,41.42,10.48,NA,NA,NA
"3","3-71",NA,41.14,10.12,NA,NA,NA
"3","3-72",NA,30.4,7.76,NA,NA,NA
"3","3-73",NA,38.42,8.14,1.26667,1.26667,3.6
"3","3-74",NA,41.82,10.54,NA,NA,NA
"3","3-75",NA,39.04,10.52,NA,NA,NA
"3","3-76",NA,37.54,9.22,2.53333,2.53333,2.86667
"3","3-77","M",44.26,11.72,NA,NA,NA
"3","3-78","F",38.74,10.04,2.6,2.6,3.53333
"3","3-79","M",36.58,8.74,NA,NA,NA
"3","3-80","F",33.96,7.64,NA,NA,NA
"3","3-81","M",40.8,10.5,NA,NA,NA
"3","3-82","F",36.82,9.62,NA,NA,NA
"3","3-83","M",39.44,10.56,NA,NA,NA
"3","3-84","M",31.84,7.6,NA,NA,NA
"3","3-85","F",39.44,10.16,NA,NA,NA
"3","3-86","M",42.12,10.58,NA,NA,NA
"3","3-87","F",39.96,9.98,NA,NA,NA
"3","3-88","F",36.84,9.4,NA,NA,NA
"3","3-89","F",37.84,9.48,NA,NA,NA
"3","3-90","F",34.28,8.18,NA,NA,NA
"3","3-91","M",43.1,11,NA,NA,NA
"3","3-92","M",38.72,9.56,NA,NA,NA
"3","3-93","F",41.34,11.4,NA,NA,NA
"3","3-94","M",37.32,8.96,3.33333,3.33333,3.66667
"3","3-95","M",39.12,10.14,2.86667,2.86667,3.53333
"3","3-96","F",31.72,8.4,NA,NA,NA
"3","3-97","M",40.84,11.02,NA,NA,NA
"3","3-98","F",43.76,11.52,NA,NA,NA
"3","3-99","F",40.3,10.4,2.8,2.8,3.73333
"3","3-100","F",31.22,7.18,NA,NA,NA
"3","3-101","M",47.88,12.4,NA,NA,NA
"3","3-102","M",44.12,11.3,NA,NA,NA
"3","3-103","F",39.84,9.9,NA,NA,NA
"3","3-104","F",41.3,9.68,NA,NA,NA
"3","3-105","M",36.3,8.2,2.13333,2.13333,3
"3","3-106","M",40.64,10.42,NA,NA,NA
"3","3-107","F",37.82,9.22,NA,NA,NA
"3","3-108","F",36.8,8.84,NA,NA,NA
"3","3-109","F",39.92,9.4,2.73333,2.73333,3.86667
"3","3-110","F",38.54,8.78,2.8,2.8,3.73333
"3","3-111","M",34.08,8.1,NA,NA,NA
"3","3-112","F",38.2,8.84,2.46667,2.46667,3.13333
"3","3-113","M",40.7,9.44,3.93333,3.93333,NA
"3","3-114","M",34.22,8.66,2.6,2.6,3.06667
"3","3-115","M",39.64,9.86,NA,NA,NA
"3","3-116","F",38.12,9.72,NA,NA,NA
"3","3-117","M",46.06,11.62,NA,NA,NA
"3","3-118","F",40,9.96,NA,NA,NA
"3","3-119","M",39.58,9.98,2.93333,2.93333,3.26667
"3","3-120","F",26.3,5.3,NA,NA,NA
"3","3-121","F",21.88,4.66,NA,NA,NA
"3","3-122","M",34.16,8.68,NA,NA,NA
"3","3-123","M",42.08,11.2,2.86667,2.86667,3.53333
"3","3-124","F",29.34,7.68,NA,NA,NA
"3","3-125","M",32.64,8.62,NA,NA,NA
"3","3-126","M",40.76,9.92,3.33333,3.33333,3.73333
"3","3-127","F",37.3,10.14,NA,NA,NA
"3","3-128","M",38.08,9.9,3,3,3.86667
"3","3-129","M",38.9,9.14,NA,NA,NA
"3","3-130","F",35.22,8.7,NA,NA,NA
"3","3-131","M",42.96,9.4,NA,NA,NA
"3","3-132","F",40,10.64,NA,NA,NA
"3","3-133","F",40.28,10.24,NA,NA,NA
"3","3-134","F",33.86,8.8,NA,NA,NA
"3","3-135","M",37.46,9.62,2.8,2.8,3.33333
"3","3-136","M",40.4,10.82,NA,NA,NA
"3","3-137","F",32.1,7.78,NA,NA,NA
"3","3-138","F",31.34,7.74,NA,NA,NA
"3","3-139","F",29.6,7.36,NA,NA,NA
"3","3-140","F",46.32,11.38,NA,NA,NA
"3","3-141","F",40.04,10.62,NA,NA,NA
"3","3-142","M",37,9.32,2.86667,2.86667,3.6
"3","3-143","M",40.36,11.82,3.2,3.2,4.33333
"3","3-144","M",38.2,10.32,NA,NA,NA
"3","3-145","M",35.74,9.24,2.8,2.8,3.46667
"3","3-146","M",34.4,8.26,NA,NA,NA
"3","3-147","M",39.36,10.02,2.93333,2.93333,3.73333
"3","3-148","M",32.34,8.04,NA,NA,NA
"3","3-149","F",42.58,10.72,3,3,4.2
"3","3-150","F",41,10.26,NA,NA,NA
"3","3-151","M",39.32,11.18,NA,NA,NA
"3","3-152","F",41.04,10.2,3.06667,3.06667,4.06667
"3","3-153","F",39.74,10.02,NA,NA,NA
"3","3-154","F",31.9,8.72,NA,NA,NA
"3","3-155","F",36.82,9.52,NA,NA,NA
"3","3-156","M",39.06,10.38,NA,NA,NA
"3","3-157","M",36.28,9.02,2.93333,2.93333,3.66667
"3","3-158","M",38.52,10.34,NA,NA,NA
"3","3-159","F",39.88,9.3,NA,NA,NA
"3","3-160","F",38.94,9.64,3.53333,3.53333,4.33333
"3","3-161","M",38.88,9.46,NA,NA,NA
"3","3-162","F",41.2,9.74,3.86667,3.86667,4.46667
"3","3-163","M",38.26,9.2,NA,NA,NA
"3","3-164",NA,40.78,10.24,3,3,3.66667
"3","3-165","F",43.88,10.7,3.13333,3.13333,4.13333
"3","3-166","M",35.98,8.96,NA,NA,NA
"3","3-167","F",41.18,9.74,NA,0,3.93333
"3","3-168","F",43.26,10.98,NA,NA,NA
"3","3-169","F",37.46,9.1,NA,NA,NA
"3","3-170","F",38.58,8.94,NA,NA,NA
"3","3-171","M",33.64,8.26,NA,NA,NA
"3","3-172","M",27.5,6.3,NA,NA,NA
"3","3-173","M",39.76,9.56,3.13333,3.13333,3.73333
"3","3-174","M",47.94,12.64,NA,NA,NA
"3","3-175","M",35.24,8.16,NA,NA,NA
"3","3-176","M",31.4,7.86,2.2,2.2,2.93333
"3","3-177","M",39.84,9.6,2.8,2.8,3.26667
"3","3-178","F",36.64,9.74,2.86667,2.86667,3.66667
"3","3-179","F",36.92,9.52,NA,NA,NA
"3","3-180","F",43.24,10,NA,NA,NA
"3","3-181","M",37.08,9.44,NA,NA,NA
"3","3-182","M",42.74,10.36,2.73333,2.73333,3.26667
"3","3-183","F",34.88,8.42,NA,NA,NA
"3","3-184","M",34.1,7.9,NA,NA,NA
"3","3-185","F",40.06,10.4,NA,NA,NA
"3","3-186","F",40.86,10.26,NA,NA,NA
"3","3-187","M",37.3,9.46,3.06667,3.06667,3.86667
"3","3-188","M",38.32,10,2.6,2.6,3.13333
"3","3-189","F",34.86,8.6,NA,NA,NA
"3","3-190","M",33.76,8.8,NA,NA,NA
"3","3-191","F",41.64,9.38,NA,NA,NA
"3","3-192","F",36.66,8.94,2.33333,2.33333,3.06667
"3","3-193","F",36.6,8.22,NA,NA,NA
"3","3-194","M",30.86,7.56,NA,NA,NA
"3","3-195","M",24.98,6.14,NA,NA,NA
"3","3-196","F",36.92,9.02,3.06667,3.06667,3.8
"3","3-197","F",37.78,8.82,NA,NA,NA
"3","3-198","M",47.38,12.04,NA,NA,NA
"3","3-199","F",38.36,9.72,NA,NA,NA
"3","3-200","F",32.98,8.58,2.8,2.8,3.6
"3","3-201","F",37.44,9.4,NA,NA,NA
"3","3-202","F",43.76,10.48,NA,NA,NA
"3","3-203","F",36.76,9.24,NA,NA,NA
"3","3-204","F",39.84,9.22,NA,0,3.8
"3","3-205","F",35.8,8.8,NA,NA,NA
"3","3-206","F",41.62,9.7,NA,NA,NA
"3","3-207","F",42.14,10.2,NA,NA,NA
"3","3-208","M",37.66,9.42,NA,NA,NA
"3","3-209","M",37.32,9.58,NA,NA,NA
"3","3-210","M",41.08,10.84,NA,NA,NA
"3","3-211","F",37.6,9.1,NA,NA,NA
"3","3-212","M",41.04,9.68,3.06667,3.06667,3.66667
"3","3-213","F",39.52,10.06,2.8,2.8,3.93333
"3","3-214","F",39.48,8.94,2.86667,2.86667,3.53333
"3","3-215","M",41.54,9.64,NA,NA,NA
"3","3-216","M",38.76,10.3,NA,0,4.33333
"3","3-217","F",33.62,8.08,NA,NA,NA
"3","3-218","M",46.78,10.28,NA,NA,NA
"3","3-219","F",34.74,8.58,NA,NA,NA
"3","3-220","M",40.04,10.56,NA,NA,NA
"3","3-221","M",32.46,7.74,NA,NA,NA
"3","3-222","M",30.5,8.04,NA,NA,NA
"3","3-223","M",29.92,7.18,NA,NA,NA
"3","3-224","F",30.54,7.94,NA,NA,NA
"3","3-225","M",28.48,7.46,1.66667,1.66667,2.13333
"3","3-226","M",29.38,7.2,NA,NA,NA
"3","3-227","F",33.44,7.94,NA,NA,NA
"4","4-1","M",33.34,8.54,2,2,2.66667
"4","4-2","M",36.56,8.74,NA,0,2.06667
"4","4-3","M",27.32,7.14,2.53333,2.53333,3
"4","4-4","M",36.54,9.46,NA,0,3.6
"4","4-5","M",38.94,9.6,2.93333,2.93333,3.6
"4","4-10","M",40.04,10.5,2.93333,2.93333,3.4
"4","4-12","M",44.78,11.54,3.4,3.4,4
"4","4-14","M",40.16,10.46,3.2,3.2,3.8
"4","4-23","M",35.72,9.38,2.06667,2.06667,3.46667
"4","4-31","M",38.48,9.6,2.53333,2.53333,3.2
"4","4-38","M",42.96,10.54,3.26667,3.26667,3.8
"4","4-39","M",33.14,8.08,2.8,2.8,3.26667
"4","4-40","M",34.12,7.92,2.46667,2.46667,3.2
"4","4-42","M",39,9.34,3.2,3.2,3.86667
"4","4-43","M",42.38,10.72,3.13333,3.13333,4
"4","4-44","M",42.32,10.32,4,4,NA
"4","4-46","M",35.38,8.64,2.93333,2.93333,3.66667
"4","4-47","M",42.18,11.08,2.33333,2.33333,3.66667
"4","4-48","M",37.54,9.7,3.13333,3.13333,3.8
"4","4-49","M",41.26,10.2,3.33333,3.33333,4.06667
"4","4-52","M",44.62,11.72,4.6,4.6,5.33333
"4","4-54","M",39.72,9.82,2.93333,2.93333,3.53333
"4","4-56","M",33.84,8.5,3.2,3.2,3.8
"4","4-57","M",41.86,10.3,3.33333,3.33333,3.8
"4","4-58","M",35.12,8.9,NA,0,3.46667
"4","4-69","M",31.86,8.06,2.66667,2.66667,3.13333
"4","4-70","M",37.42,10.18,2.93333,2.93333,3.53333
"4","4-71","M",41.94,10.7,2.8,2.8,3.53333
"4","4-72","M",33.62,8.08,3.06667,3.06667,3.46667
"4","4-74","M",40.72,9.92,2.93333,2.93333,3.73333
"4","4-76","M",38.4,9.56,3.4,3.4,4.13333
"4","4-78","M",30.92,7.7,NA,0,2.93333
"4","4-79","M",32.02,8.92,2.4,2.4,2.93333
"4","4-80","M",39.12,9.78,2.33333,2.33333,3.6
"4","4-81","M",37.62,9.44,3.26667,3.26667,4.13333
"4","4-82","M",43.62,11.8,3.53333,3.53333,3.93333
"4","4-84","M",45.04,11.78,1.53333,1.53333,3.86667
"4","4-86","M",44.52,11.48,3.06667,3.06667,4.33333
"4","4-89","M",42.2,10.34,3.46667,3.46667,4.2
"4","4-90","M",46.8,11.46,2.6,2.6,3.93333
"4","4-95","M",34.36,7.64,2.8,2.8,3.4
"4","4-96","M",39.34,9.94,3.26667,3.26667,3.93333
"4","4-97","M",37.96,9.62,2.4,2.4,3.26667
"4","4-98","M",30.9,7.78,2.33333,2.33333,2.86667
"4","4-99","M",30.2,7.7,2.93333,2.93333,3.33333
"4","4-100","M",52.4,14.18,3.93333,3.93333,4.93333
"4","4-101","M",43.44,10.5,NA,0,4.4
"4","4-103","M",44.8,10.6,3.46667,3.46667,4.6
"4","4-110","M",37.38,9.74,3.2,3.2,3.8
"4","4-112","M",38.9,9.96,2.86667,2.86667,3.93333
"4","4-113","M",44.9,10.8,NA,0,4.13333
"4","4-119","M",41.8,10.5,3,3,3.8
"4","4-122","M",42.42,10.98,3,3,4
"4","4-123","M",31.66,7.7,2.4,2.4,2.8
"4","4-127","M",38.76,9.92,3.46667,3.46667,4.13333
"4","4-128","M",39.64,10.7,3.06667,3.06667,3.6
"4","4-132","M",34.76,8.82,2.93333,2.93333,3.46667
"4","4-133","M",36.42,9.34,2.8,2.8,3.4
"4","4-135","M",32.42,8.12,2,2,2.73333
"4","4-139","M",41.56,10.7,2.93333,2.93333,4.13333
"4","4-140","M",41.88,10.5,3.26667,3.26667,4.13333
"4","4-141","M",35.88,8.7,2.86667,2.86667,3.46667
"4","4-142","M",43.56,10.56,4.53333,4.53333,4.93333
"4","4-144","M",35.68,8.9,2.6,2.6,NA
"4","4-145","M",42.4,10,4,4,4.86667
"4","4-147","M",32.44,7.96,2.46667,2.46667,2.93333
"4","4-155","M",32.72,7.86,2.8,2.8,3.46667
"4","4-156","M",43.38,11.06,3.33333,3.33333,NA
"4","4-158","M",41.1,11,2.4,2.4,2.8
"4","4-160","M",43.8,11.1,4.13333,4.13333,4.73333
"4","4-161","M",27.88,7.06,3.86667,3.86667,4.6
"4","4-162","M",38.6,9.7,2.93333,2.93333,3.73333
"4","4-164","M",42.74,10.76,NA,0,4.13333
"4","4-168","M",44.82,11.54,NA,0,3.86667
